MSME_ID,Customer_Segment,Business_Type,Industry,Location_Category,Years_in_Operation,Employee_Count,Annual_Turnover_INR,Monthly_GST_Sales_INR,Monthly_GST_Purchases_INR,GST_Filing_Timeliness_Pct,GST_Return_Frequency,Monthly_UPI_Inflow_INR,Monthly_UPI_Outflow_INR,UPI_Avg_Ticket_Size_INR,UPI_Daily_Txn_Count,Transaction_Volatility_Index,Monthly_Bank_Credits_INR,Monthly_Bank_Debits_INR,Average_Bank_Balance_INR,Cashflow_Stability_Index,Has_Existing_Loan,Monthly_Loan_EMI_INR,EMI_On_Time_Rate_Pct,Overdraft_Usage_Ratio,Monthly_Payroll_INR,Salary_Consistency_Pct,Employee_Attrition_Rate_Pct,Avg_Invoice_Payment_Delay_Days,Customer_Concentration_Ratio,Vendor_Payment_Timeliness_Pct,Seasonality_Index,Revenue_Growth_Rate_Pct,Credit_History_Months,Business_Stability_Score,Cashflow_Score,Revenue_Consistency_Score,Payment_Behaviour_Score,Business_Growth_Score,Compliance_Score,Financial_Health_Score,Probability_of_Default,Credit_Risk_Category,Credit_Eligible,Recommended_Credit_Limit_INR
MSME0000076,NTC,Proprietorship,Manufacturing,Rural,3.5,2,5761555,474494,303921,81.0,Monthly,98444,73999,390,9.7,0.523,492944,394200,205796,0.464,No,0,,0.276,47789,75.1,20.3,15.3,0.717,74.4,0.526,14.7,0,62.2,57.6,48.6,78.1,43.2,79.5,61.3,0.3625,High,No,0
MSME0000077,Existing-to-Credit,Partnership,Manufacturing,Tier 3,1.7,7,8961287,605450,355987,89.7,Quarterly,156059,91701,676,8.9,0.157,600537,532132,221117,0.767,Yes,210188,90.3,0.145,129020,91.6,8.0,5.3,0.127,89.6,0.389,16.7,11,63.5,75.8,74.4,90.9,49.0,90.2,84.4,0.0194,Low,Yes,1458000
MSME0000078,Existing-to-Credit,Partnership,Food & Beverage,Tier 1,10.7,1,1474698,107985,50906,68.0,Monthly,43120,20332,931,1.8,0.438,109314,86314,67945,0.569,Yes,3653,82.1,0.477,37330,68.2,10.1,22.7,0.387,61.7,0.472,-17.7,46,75.1,58.6,50.2,69.0,18.7,68.0,63.4,0.374,High,No,0
MSME0000079,NTC,Proprietorship,Trading,Tier 1,3.7,5,6882096,520259,220110,91.3,Quarterly,41233,15079,180,8.8,0.418,453994,284263,331540,0.633,No,0,,0.31,157275,96.2,7.3,39.3,0.395,90.2,0.513,30.8,0,72.3,69.5,57.7,80.1,57.6,92.5,77.7,0.1067,Medium,Yes,547000
MSME0000080,Existing-to-Credit,Proprietorship,Construction,Metro,4.4,4,12437730,1010210,704483,92.8,Monthly,442715,302274,1391,12.2,0.251,1119051,971067,303002,0.831,Yes,281557,94.8,0.24,78717,85.3,13.9,12.4,0.191,75.0,0.27,12.1,18,69.2,77.4,71.0,81.8,43.7,90.9,79.5,0.0586,Low,Yes,2151000
MSME0000081,NTB,Proprietorship,Food & Beverage,Tier 2,4.1,2,5539177,460145,268270,84.1,Quarterly,155825,87779,591,10.1,0.309,475335,448397,116162,0.715,Yes,95011,88.4,0.177,54434,88.4,20.6,12.7,0.589,96.9,0.544,29.1,35,67.7,71.0,63.2,92.5,53.3,85.1,80.5,0.0493,Low,Yes,855000
MSME0000082,Existing-to-Credit,Proprietorship,Services,Metro,3.6,1,1401914,106639,57153,86.1,Monthly,69154,45506,246,10.8,0.234,115478,94411,68668,0.603,Yes,21657,89.4,0.168,39554,88.6,18.4,24.2,0.332,85.0,0.645,30.1,33,67.0,67.6,65.3,82.9,52.2,86.7,72.2,0.1214,Medium,Yes,108000
MSME0000083,NTC,Proprietorship,Construction,Tier 2,3.7,2,1810943,138836,86586,85.6,Quarterly,38420,30916,224,6.6,0.212,136747,104700,88139,0.722,No,0,,0.26,36715,86.7,13.7,16.3,0.342,81.0,0.705,21.6,0,67.8,72.9,63.9,81.4,48.1,85.9,82.3,0.0389,Low,Yes,282000
MSME0000084,NTC,Partnership,Retail,Tier 3,6.3,1,705983,49849,36114,90.8,Monthly,20549,12603,291,2.7,0.298,47217,37000,19650,0.762,No,0,,0.205,21050,88.0,9.4,1.0,0.652,91.6,0.27,18.7,0,75.1,76.1,69.2,91.5,44.2,90.1,84.7,0.024,Low,Yes,114000
MSME0000085,Existing-to-Credit,Proprietorship,Retail,Tier 2,4.8,2,3676820,333918,261123,90.3,Quarterly,122713,87772,345,13.7,0.253,323800,242673,169846,0.696,Yes,93963,100.0,0.135,50275,92.6,18.7,2.5,0.224,97.9,0.683,5.3,26,71.1,74.9,59.5,98.2,36.7,90.8,80.9,0.0323,Low,Yes,557000
MSME0000086,NTB,Proprietorship,Retail,Tier 2,6.0,3,2977560,251396,190056,68.4,Monthly,70160,41080,279,9.7,0.513,235566,190405,86097,0.548,No,0,,0.449,76524,67.8,9.6,11.9,0.538,65.0,0.454,40.3,0,68.5,57.8,54.9,73.9,62.4,68.3,64.2,0.3291,High,No,0
MSME0000087,Existing-to-Credit,Proprietorship,Logistics,Metro,0.6,2,4658594,383957,197151,86.8,Monthly,62200,41551,227,10.5,0.228,348344,308699,90762,0.712,Yes,71865,92.1,0.309,31475,95.0,12.3,16.6,0.283,79.5,0.509,18.8,2,56.6,68.7,67.4,82.6,46.1,88.8,77.9,0.0679,Medium,Yes,403000
MSME0000088,NTB,Proprietorship,Services,Metro,2.7,1,815091,70105,44074,80.9,Monthly,32463,17600,401,3.1,0.41,76953,55476,63209,0.775,Yes,9023,90.1,0.248,36376,84.5,16.8,10.4,0.285,94.6,0.199,39.5,20,63.3,77.0,67.3,92.2,58.8,81.8,77.9,0.0761,Medium,Yes,75000
MSME0000089,NTC,Private Limited,Retail,Tier 2,6.7,2,2996149,257396,99553,82.7,Monthly,167506,117149,374,17.2,0.196,281199,217853,169039,0.636,No,0,,0.214,45883,85.1,11.6,16.0,0.269,92.4,0.322,22.4,0,74.4,69.2,74.5,87.8,48.6,83.3,78.5,0.0619,Medium,Yes,239000
MSME0000090,NTC,Partnership,Trading,Rural,4.2,9,15878655,1388204,1080981,82.4,Monthly,366861,315511,1037,13.6,0.364,1488991,1098056,620754,0.682,No,0,,0.26,172948,86.1,1.2,2.3,0.075,85.2,0.514,-11.4,0,72.1,71.2,54.6,87.7,30.3,83.4,76.4,0.0764,Medium,Yes,1332000
MSME0000091,Existing-to-Credit,Proprietorship,Retail,Tier 1,1.9,2,4838975,367371,193424,88.6,Monthly,219051,95536,1801,4.7,0.095,361950,324599,119245,0.827,Yes,60815,90.5,0.195,34885,89.6,6.6,15.6,0.374,86.0,0.307,6.5,15,64.2,77.7,78.6,86.1,37.5,88.9,82.4,0.0295,Low,Yes,834000
MSME0000092,NTB,Proprietorship,Food & Beverage,Tier 2,5.9,1,3282897,251795,190013,85.0,Monthly,112709,52618,261,16.6,0.087,262866,227118,101533,0.705,No,0,,0.161,23435,83.9,17.4,5.0,0.5,90.3,0.182,9.5,0,71.1,72.5,82.7,89.7,37.8,84.7,76.0,0.0595,Low,Yes,502000
MSME0000093,NTC,Private Limited,Services,Tier 1,8.2,2,3128861,279506,187686,90.8,Monthly,106028,63066,338,12.1,0.323,295577,213347,150002,0.791,No,0,,0.022,50763,87.5,13.5,13.3,0.323,89.3,0.609,-14.5,0,77.0,83.5,54.2,86.8,22.8,89.9,75.0,0.0703,Medium,Yes,293000
MSME0000094,NTB,Partnership,Services,Tier 1,4.7,1,6620457,532375,219765,89.0,Monthly,198645,120281,683,11.2,0.184,558588,370123,474171,0.75,No,0,,0.118,15385,98.2,13.4,26.6,0.648,92.0,0.318,30.5,0,73.9,80.0,76.6,84.6,52.5,91.3,78.3,0.0595,Low,Yes,1059000
MSME0000095,NTC,Partnership,Manufacturing,Metro,4.7,5,4702643,377839,147042,93.2,Monthly,118431,47052,394,11.6,0.227,401925,327982,144078,0.801,No,0,,0.255,83498,92.8,6.5,13.1,0.429,94.0,0.637,-6.2,0,74.0,76.4,60.5,89.5,31.7,93.1,79.4,0.0466,Low,Yes,791000
MSME0000096,Existing-to-Credit,LLP,Food & Beverage,Tier 2,15.7,2,2394313,219461,137822,86.6,Quarterly,140358,110433,294,18.4,0.41,219274,174027,103033,0.566,Yes,75380,89.8,0.27,39480,85.5,17.9,11.6,0.644,82.4,0.306,1.7,165,83.1,63.5,59.0,85.0,34.1,86.3,72.3,0.1404,Medium,Yes,176000
MSME0000097,NTB,Private Limited,Services,Metro,1.5,5,5752090,427405,218224,75.6,Quarterly,303677,144257,379,30.8,0.531,479025,437624,146269,0.568,No,0,,0.355,155912,76.5,7.7,15.4,0.287,69.5,0.579,-0.6,0,58.0,59.1,44.6,75.4,35.6,75.9,67.8,0.2434,High,No,0
MSME0000098,Existing-to-Credit,Private Limited,Retail,Tier 2,2.5,23,29371794,2581541,1128406,82.8,Monthly,744909,457571,1728,16.6,0.286,2620822,2554328,467925,0.667,Yes,268346,85.6,0.251,470226,79.8,23.1,13.9,0.386,85.9,0.356,2.0,16,59.6,65.9,65.3,85.5,43.7,82.0,70.6,0.1454,Medium,Yes,2424000
MSME0000099,Existing-to-Credit,Private Limited,Retail,Tier 1,1.5,1,1552968,133283,115805,84.9,Monthly,87378,63921,230,14.6,0.382,164766,127087,96077,0.581,Yes,16392,86.4,0.334,24017,80.8,14.6,15.2,0.617,86.6,0.342,20.5,8,57.6,63.2,62.6,85.7,45.4,83.9,72.6,0.1478,Medium,Yes,116000
MSME0000100,Existing-to-Credit,Private Limited,IT & Digital,Tier 1,0.2,4,6078006,522247,275431,87.0,Quarterly,176085,140268,790,8.6,0.242,602558,439273,313993,0.659,Yes,94330,91.0,0.291,124012,83.3,20.0,11.7,0.241,82.4,0.128,25.2,1,47.4,69.4,77.1,85.3,52.9,86.1,75.3,0.0808,Medium,Yes,497000
MSME0000101,NTC,Private Limited,Healthcare,Tier 2,5.1,2,4461199,361705,270336,96.1,Monthly,172406,69648,1217,5.4,0.271,405519,345613,142818,0.693,No,0,,0.193,69939,87.0,10.8,13.4,0.443,83.7,0.117,16.4,0,72.1,71.2,74.3,83.7,44.4,93.8,76.7,0.0786,Medium,Yes,379000
MSME0000102,NTC,LLP,Food & Beverage,Tier 2,10.0,2,4946612,407018,257208,98.5,Monthly,257969,165512,1161,8.5,0.155,422348,263928,395300,0.793,No,0,,0.137,65085,97.0,11.2,11.8,0.313,95.8,0.582,17.1,0,82.7,82.7,69.7,90.8,44.9,98.1,87.6,0.0097,Low,Yes,825000
MSME0000103,NTB,Partnership,Manufacturing,Metro,7.3,23,187777305,17386412,9409815,88.4,Monthly,2629992,1385929,7399,13.7,0.212,17451498,12359099,12507867,0.708,Yes,4331330,90.6,0.256,415886,88.2,25.0,10.2,0.45,83.7,0.227,-40.7,28,72.9,73.4,66.6,86.3,14.3,88.3,78.1,0.0676,Medium,Yes,16190000
MSME0000104,NTC,Proprietorship,IT & Digital,Tier 2,5.0,1,1560856,119016,90986,77.2,Monthly,4615,3287,192,0.9,0.322,112590,90781,74788,0.539,No,0,,0.292,32088,75.8,18.9,25.8,0.41,69.2,0.32,29.8,0,66.5,61.2,68.2,72.3,52.0,76.9,65.3,0.258,High,No,0
MSME0000105,NTC,LLP,Logistics,Tier 1,3.5,2,3335121,287897,187880,82.5,Monthly,41719,24605,173,9.3,0.282,282646,214233,236869,0.612,No,0,,0.274,45884,83.6,15.7,20.6,0.618,87.2,0.28,-20.0,0,65.9,66.6,64.1,83.6,19.0,82.8,68.7,0.1753,High,No,0
MSME0000106,NTB,LLP,Logistics,Tier 2,7.7,2,5494694,511234,337870,88.7,Monthly,177703,59982,359,19.1,0.247,528561,368998,229072,0.652,Yes,85109,92.9,0.283,45305,81.9,5.9,10.3,0.271,77.7,0.507,23.6,32,76.4,69.8,67.1,83.4,49.5,87.0,76.9,0.07,Medium,Yes,446000
MSME0000107,NTC,Private Limited,Services,Tier 3,1.3,1,1125177,96572,60887,85.4,Quarterly,47470,34213,368,5.0,0.266,99631,83353,57195,0.749,No,0,,0.236,34545,90.6,3.1,9.3,0.443,95.3,0.482,13.9,0,62.3,73.6,65.1,91.2,40.8,86.7,76.0,0.0701,Medium,Yes,101000
MSME0000108,Existing-to-Credit,Partnership,Manufacturing,Metro,11.8,2,1297779,93029,43037,90.1,Monthly,16219,8198,209,3.0,0.094,101787,77764,52555,0.686,Yes,35120,83.9,0.321,24506,88.2,15.6,14.4,0.357,82.6,0.035,10.1,107,81.0,69.4,86.0,83.2,40.0,89.7,80.6,0.0564,Low,Yes,194000
MSME0000109,NTB,Partnership,Retail,Tier 2,0.8,2,3628194,329111,237561,78.8,Monthly,200111,138665,682,11.3,0.386,346608,264038,207459,0.7,No,0,,0.301,72328,77.4,9.8,19.4,0.21,69.5,0.159,20.7,0,53.5,70.7,66.9,74.2,47.4,78.5,67.0,0.24,High,No,0
MSME0000110,NTC,Proprietorship,Healthcare,Tier 1,3.6,2,2061154,156872,76164,71.6,Monthly,118399,45516,305,14.9,0.324,157558,125091,66458,0.669,No,0,,0.219,40378,80.0,14.5,10.2,0.459,71.7,0.297,13.2,0,65.4,70.5,66.1,78.0,42.2,73.7,69.1,0.1485,Medium,Yes,170000
MSME0000111,NTB,Proprietorship,Services,Tier 2,4.7,7,5582586,391958,183488,84.8,Monthly,317127,254131,1095,11.1,0.252,391720,264826,404920,0.766,No,0,,0.246,133579,86.6,10.5,25.4,0.508,85.7,0.585,34.6,0,71.2,77.4,66.5,81.5,61.5,85.3,77.5,0.0735,Medium,Yes,510000
MSME0000112,NTB,Proprietorship,Manufacturing,Metro,6.1,3,7471043,565460,537187,89.5,Quarterly,136744,74056,376,14.0,0.373,613385,398883,562002,0.769,Yes,103529,94.4,0.311,80041,88.3,17.3,13.6,0.335,87.7,0.128,2.4,34,72.8,76.5,65.8,88.4,35.9,89.2,73.4,0.1218,Medium,Yes,685000
MSME0000113,Existing-to-Credit,Proprietorship,Manufacturing,Tier 3,5.5,4,13896248,1220526,941032,88.2,Monthly,97034,63215,175,21.4,0.157,1352647,1122648,804545,0.729,Yes,230170,89.5,0.069,80613,89.2,17.2,5.7,0.737,96.4,0.583,19.9,38,72.0,76.8,70.0,94.4,49.2,88.5,77.4,0.0569,Low,Yes,2177000
MSME0000114,NTB,Proprietorship,Trading,Metro,2.2,10,21011796,1664830,892344,78.2,Monthly,501552,246487,2103,9.2,0.359,1883305,1868540,83253,0.602,No,0,,0.35,317461,80.0,14.0,7.7,0.477,74.4,0.34,15.5,0,60.7,59.5,63.3,80.2,49.6,78.6,72.6,0.1315,Medium,Yes,1611000
MSME0000115,NTB,Partnership,Retail,Tier 1,4.4,2,4295946,317584,142959,83.6,Monthly,103408,49241,385,10.3,0.112,351048,266221,184644,0.79,No,0,,0.153,44679,84.1,17.8,10.7,0.356,83.5,0.518,-15.2,0,67.9,79.5,69.0,84.3,22.3,83.7,78.4,0.0485,Low,Yes,715000
MSME0000116,NTB,Private Limited,Textiles,Tier 2,5.8,14,35744499,2846065,1623318,87.1,Monthly,405901,253203,1391,11.2,0.302,3018549,3101888,387898,0.709,No,0,,0.242,386683,82.8,1.0,20.4,0.33,72.0,0.325,-10.0,0,74.7,67.4,63.2,75.3,33.2,86.0,68.5,0.1754,High,No,0
MSME0000117,Existing-to-Credit,Proprietorship,Logistics,Tier 2,8.7,7,23833187,1952967,1315975,71.6,Monthly,604169,231783,1504,15.4,0.4,1975645,1886284,413007,0.621,Yes,691476,89.9,0.339,219360,81.4,19.4,13.2,0.313,74.1,0.414,16.6,55,74.4,61.6,59.1,80.1,49.0,74.1,71.4,0.1546,High,No,0
MSME0000118,NTC,Partnership,Logistics,Tier 3,0.7,7,13514353,1192499,573987,81.7,Monthly,216036,116615,760,10.9,0.287,1139874,862918,660608,0.678,No,0,,0.17,175443,85.5,1.5,14.5,0.609,87.0,0.519,3.7,0,57.2,72.9,61.4,85.2,39.9,82.7,74.4,0.0916,Medium,Yes,1129000
MSME0000119,NTC,Proprietorship,Services,Tier 3,3.8,4,9681090,741701,508549,76.3,Monthly,544939,177673,2329,9.0,0.378,853653,938381,5000,0.526,No,0,,0.348,59847,72.0,33.6,22.7,0.223,72.7,0.174,-25.9,0,58.8,53.2,60.1,75.1,17.1,75.2,64.8,0.2945,High,No,0
MSME0000120,NTC,Proprietorship,Food & Beverage,Tier 1,3.4,4,4236389,381926,238125,87.1,Quarterly,114851,70227,287,15.4,0.424,396694,340841,191010,0.521,No,0,,0.106,163076,90.3,19.3,9.5,0.69,88.8,0.226,-8.3,0,66.7,63.8,58.6,87.6,29.4,87.9,73.4,0.1073,Medium,Yes,294000
MSME0000121,NTC,Proprietorship,Trading,Rural,14.5,3,8041123,714063,453024,95.9,Monthly,106670,56121,274,15.0,0.326,703344,574201,298849,0.728,No,0,,0.185,93627,86.9,14.8,5.1,0.574,89.4,0.5,2.8,0,83.3,74.1,59.4,89.1,36.2,93.6,79.6,0.053,Low,Yes,1258000
MSME0000122,NTB,Proprietorship,Food & Beverage,Tier 3,5.7,3,13873228,877922,566902,81.2,Monthly,326636,171035,1255,10.0,0.241,905004,857888,170809,0.747,No,0,,0.262,104228,91.3,21.0,6.9,0.496,79.9,0.714,-22.2,0,72.1,70.6,55.4,83.4,18.7,83.7,72.9,0.0936,Medium,Yes,1245000
MSME0000123,Existing-to-Credit,Proprietorship,Retail,Tier 2,2.3,4,16268562,1311967,1176665,81.6,Monthly,953790,446353,2519,14.6,0.412,1255085,989933,431034,0.585,Yes,346819,92.0,0.276,54769,79.8,11.2,7.2,0.282,84.0,0.258,-6.4,20,61.8,64.5,58.9,87.6,30.8,81.2,69.3,0.1712,High,No,0
MSME0000124,NTC,Proprietorship,Services,Tier 1,0.3,2,2015011,188178,126404,89.2,Monthly,118244,56854,499,9.1,0.121,214968,189412,43267,0.792,No,0,,0.156,59070,89.9,4.8,17.6,0.27,84.4,0.376,7.1,0,54.2,77.1,75.4,82.9,37.9,89.4,77.9,0.0582,Low,Yes,336000
MSME0000125,NTC,Proprietorship,Retail,Tier 3,2.8,5,4756348,386881,201299,73.4,Monthly,108657,62976,179,23.3,0.315,406860,367148,128521,0.682,No,0,,0.218,131405,82.7,30.0,23.0,0.541,77.6,0.307,-12.1,0,59.8,69.0,62.6,77.7,27.6,75.8,66.7,0.2241,High,No,0
MSME0000126,Existing-to-Credit,Partnership,Trading,Tier 3,12.2,1,3034485,238453,180780,91.1,Monthly,19537,8247,263,2.9,0.123,199398,182069,73111,0.789,Yes,37205,86.4,0.15,29686,84.6,1.0,16.0,0.258,82.1,0.495,-9.4,60,83.9,76.4,69.8,83.0,24.5,89.4,81.1,0.0428,Low,Yes,504000
MSME0000127,Existing-to-Credit,Private Limited,Services,Tier 3,14.0,2,4563303,374167,253859,85.9,Monthly,245732,144511,487,19.4,0.234,392356,370367,72472,0.756,Yes,31906,88.0,0.363,47853,80.1,17.1,10.9,0.338,84.8,0.171,0.9,145,80.3,68.6,72.8,86.2,33.6,84.4,77.8,0.0693,Medium,Yes,413000
MSME0000128,NTC,Private Limited,Retail,Tier 1,0.5,1,2589905,212417,136757,85.5,Monthly,117609,49808,318,14.2,0.154,211814,162884,101355,0.673,No,0,,0.126,31643,82.6,11.1,29.3,0.198,87.9,0.636,-1.3,0,52.3,73.5,65.6,81.6,30.2,84.8,74.7,0.0862,Medium,Yes,215000
MSME0000129,NTC,Proprietorship,Retail,Tier 2,5.4,3,3520236,293814,122196,64.5,Monthly,184113,99222,977,7.2,0.389,308531,248089,118437,0.542,No,0,,0.456,94535,73.7,16.1,9.1,0.43,65.1,0.2,-17.1,0,67.4,57.3,60.1,74.7,22.3,66.8,63.0,0.3194,High,No,0
MSME0000130,NTB,Proprietorship,Trading,Tier 2,7.7,4,3111177,248561,135985,70.3,Monthly,54809,36630,439,4.8,0.469,278506,269037,42455,0.565,No,0,,0.38,130320,69.9,19.8,26.5,0.361,69.1,0.091,4.9,0,69.4,57.2,61.3,72.0,38.7,70.2,64.8,0.3209,High,No,0
MSME0000131,NTC,Proprietorship,Retail,Metro,6.0,1,1220539,113001,81994,97.8,Monthly,52812,23712,170,12.0,0.274,112963,96458,28384,0.713,No,0,,0.201,23161,85.1,8.7,1.1,0.897,87.0,0.388,42.4,0,73.8,72.1,71.2,89.0,60.8,94.6,75.2,0.0799,Medium,Yes,106000
MSME0000132,NTC,Proprietorship,Healthcare,Tier 2,8.1,2,5849446,519653,321842,77.1,Monthly,244173,159165,1117,8.4,0.361,565177,447306,282544,0.588,No,0,,0.35,33528,81.2,6.9,11.4,0.449,79.1,0.466,8.0,0,76.6,62.8,58.9,81.7,38.6,78.2,71.0,0.1524,High,No,0
MSME0000133,NTC,Partnership,Trading,Metro,9.9,57,99837815,8434532,4959845,91.9,Quarterly,1890792,1186471,2451,29.7,0.22,8770896,6999767,5273960,0.768,No,0,,0.19,840554,96.4,14.5,4.5,0.618,84.8,0.17,19.0,0,81.6,76.5,76.4,86.8,59.5,93.0,83.2,0.0438,Low,Yes,16262000
MSME0000134,NTC,Proprietorship,Services,Tier 2,3.4,3,4459695,416678,216436,82.1,Monthly,112211,59915,622,6.9,0.432,386221,327600,142418,0.611,No,0,,0.247,103687,86.6,14.9,18.0,0.296,82.9,0.489,28.3,0,66.7,65.5,57.1,82.0,54.1,83.2,74.6,0.1102,Medium,Yes,346000
MSME0000135,NTC,Proprietorship,Trading,Tier 2,3.8,4,13656652,1006244,682142,77.1,Monthly,371384,265067,1463,9.8,0.305,1045006,794522,503513,0.696,No,0,,0.281,117484,87.5,1.8,18.2,0.376,87.6,0.398,7.9,0,71.4,71.1,63.9,84.5,40.8,79.7,75.6,0.0957,Medium,Yes,1163000
MSME0000136,Existing-to-Credit,Partnership,Retail,Tier 3,2.2,2,4216976,330857,255431,79.2,Quarterly,192414,125586,998,7.4,0.217,353856,296984,154005,0.624,Yes,51314,82.7,0.251,47260,79.8,16.4,16.7,0.151,75.1,0.337,11.0,23,60.1,66.2,71.2,78.2,40.6,79.4,72.0,0.1353,Medium,Yes,332000
MSME0000137,NTC,Partnership,IT & Digital,Rural,8.2,4,22111565,1707165,810396,71.7,Monthly,535870,354000,1688,12.2,0.214,1675070,1541563,500890,0.653,No,0,,0.427,70069,76.2,14.4,22.0,0.704,71.1,0.056,6.8,0,73.3,61.9,77.8,74.4,40.0,72.9,66.3,0.2414,High,No,0
MSME0000138,NTB,LLP,Services,Tier 2,4.4,1,1309481,113553,74394,86.9,Monthly,55857,31660,332,6.5,0.273,109159,92561,36798,0.494,Yes,22014,87.3,0.266,30747,87.8,19.0,7.4,0.639,77.4,0.168,9.1,32,68.7,58.5,71.8,83.0,37.5,87.1,73.7,0.1048,Medium,Yes,88000
MSME0000139,NTB,Private Limited,Construction,Tier 2,8.3,12,23655270,1780266,817164,75.5,Monthly,575745,391693,2314,9.6,0.36,2022351,1615772,939820,0.618,No,0,,0.366,501544,82.6,13.1,7.1,0.577,80.6,0.29,35.7,0,75.7,63.9,67.5,83.8,64.5,77.3,72.7,0.1279,Medium,Yes,1848000
MSME0000140,NTC,Proprietorship,Retail,Tier 1,0.9,9,6967286,582467,549722,94.7,Monthly,177328,85388,230,29.7,0.251,560783,407067,447191,0.725,No,0,,0.106,136425,88.8,8.8,11.5,0.289,83.8,0.59,3.9,0,57.9,77.7,61.8,84.3,41.0,93.3,79.3,0.0474,Low,Yes,1087000
MSME0000141,Existing-to-Credit,Private Limited,Services,Tier 2,6.1,1,767903,66928,42100,83.0,Monthly,34288,25471,467,2.8,0.332,70569,50166,63715,0.635,Yes,12020,93.3,0.233,19835,85.6,5.9,3.1,0.334,76.4,0.297,-20.7,46,74.9,69.9,60.5,84.8,16.7,83.6,77.2,0.0749,Medium,Yes,61000
MSME0000142,NTC,Proprietorship,Trading,Tier 3,2.9,5,6166955,551851,524258,82.6,Monthly,151583,87193,842,6.9,0.126,587448,527089,151774,0.662,No,0,,0.223,142698,93.0,25.9,29.1,0.164,90.7,0.344,38.3,0,64.3,67.9,80.6,83.2,62.8,85.2,84.4,0.04,Low,Yes,900000
MSME0000143,NTB,Partnership,Healthcare,Tier 3,7.1,2,1754438,135386,79639,82.8,Monthly,96736,64634,337,11.0,0.223,132338,102858,62380,0.617,No,0,,0.28,37828,84.2,19.1,6.5,0.349,77.9,0.402,1.0,0,72.9,66.4,67.7,82.4,33.6,83.2,74.7,0.0846,Medium,Yes,137000
MSME0000144,Existing-to-Credit,Proprietorship,Trading,Metro,7.6,2,1955820,165822,72221,87.1,Monthly,49960,24812,411,4.7,0.28,135936,113698,79392,0.649,Yes,14116,88.0,0.15,39644,81.7,22.1,7.8,0.254,81.4,0.321,9.5,28,72.2,70.2,67.6,85.2,39.6,85.8,81.1,0.0275,Low,Yes,281000
MSME0000145,NTC,Proprietorship,Services,Metro,2.0,2,2339329,183870,122015,78.0,Monthly,52262,36038,175,11.5,0.349,199054,151400,79166,0.505,No,0,,0.357,38117,77.1,11.5,9.6,0.43,74.8,0.313,-2.5,0,59.7,58.6,61.9,79.9,31.2,77.8,67.3,0.2078,High,No,0
MSME0000146,NTC,Partnership,Manufacturing,Tier 2,1.7,1,2257629,227913,196613,90.2,Monthly,74684,49581,238,12.1,0.14,267152,217034,145316,0.758,No,0,,0.206,21189,89.7,20.0,9.5,0.656,87.7,0.3,21.7,0,59.9,75.3,78.3,87.0,46.3,90.1,80.0,0.0512,Low,Yes,364000
MSME0000147,NTB,Private Limited,Services,Tier 2,3.0,1,481463,40476,26032,77.3,Monthly,26066,8054,295,3.4,0.312,45808,37082,22234,0.631,Yes,7278,85.5,0.37,13898,74.6,11.5,26.5,0.258,79.8,0.226,-0.8,28,62.6,64.3,66.5,78.6,30.6,76.6,71.1,0.1662,High,No,0
MSME0000148,NTC,LLP,Trading,Tier 2,4.0,1,565739,39301,15737,83.8,Quarterly,10018,2844,129,3.0,0.22,38123,31704,14221,0.698,No,0,,0.25,30907,85.8,19.3,5.1,0.279,80.6,0.186,16.5,0,67.0,70.5,75.6,84.3,42.7,84.3,77.8,0.0508,Low,Yes,86000
MSME0000149,Existing-to-Credit,LLP,Services,Tier 2,8.1,5,10175668,829750,420171,98.0,Monthly,580458,307251,1869,11.9,0.23,862347,732030,489954,0.7,Yes,116351,91.6,0.174,135900,91.8,7.1,13.5,0.227,100.0,0.272,-2.4,61,79.7,72.2,70.0,94.6,34.4,96.5,80.4,0.0369,Low,Yes,1547000
MSME0000150,NTB,Private Limited,Retail,Tier 2,6.5,5,8839089,693492,532897,87.6,Monthly,509666,352024,2689,7.3,0.248,763847,672041,182725,0.731,No,0,,0.197,83987,89.7,20.1,2.8,0.448,75.3,0.462,25.7,0,73.3,72.7,68.4,82.0,54.0,88.1,77.2,0.0542,Low,Yes,1387000
MSME0000151,NTC,Proprietorship,Construction,Metro,7.9,11,28654455,2428580,1587256,94.2,Monthly,701134,481651,1152,23.4,0.118,2598983,2396591,504430,0.731,No,0,,0.172,215158,92.5,9.7,16.4,0.212,91.6,0.101,28.1,0,79.0,72.5,85.6,87.2,58.8,93.8,84.2,0.0311,Low,Yes,4498000
MSME0000152,Existing-to-Credit,Private Limited,Textiles,Tier 2,4.1,9,17777541,1439165,840580,90.7,Monthly,251762,166103,764,12.7,0.201,1439376,1187438,841279,0.72,Yes,456893,97.6,0.083,239869,90.4,21.5,3.4,0.524,90.6,0.216,24.0,15,68.1,76.0,77.1,93.4,55.2,90.7,82.4,0.0303,Low,Yes,2759000
MSME0000153,Existing-to-Credit,Partnership,Retail,Tier 3,5.2,3,3735169,307779,174996,92.2,Monthly,232690,146622,593,15.1,0.348,322438,226764,192974,0.761,Yes,39661,89.9,0.185,64315,94.9,24.5,8.4,0.359,93.7,0.733,35.5,44,71.3,78.2,57.1,92.2,59.1,92.9,83.2,0.038,Low,Yes,604000
